iteration,j,mu,sigma_2
6,7,0.00713111708286553,0.000118404908395911
6,8,-0.0135778598264791,0.000142467046696837
6,9,0.0128508237087807,0.000308391702752634
6,10,-0.0457522226258789,0.000131660389411695
6,11,0.0449492480696496,0.000293715499930622
6,12,-0.0465340708211589,0.000308270344516943
6,13,-0.0522972409327892,0.000368283209376897
6,14,0.0356108424758457,7.77976764630375e-05
6,15,0.00884625860210689,0.000162387040171764
6,16,0.049757461736841,0.000333955818999274
6,17,-0.0426563557154009,0.000183860042085917
6,18,0.031878477796835,0.000633543809672965
6,19,0.00503905090764822,0.000217434045391096
6,20,-0.00236004837648851,0.000287130683218947
6,21,0.0243997847679332,0.000167470434381404
6,22,-0.0418521684495873,0.000217406468206127
6,23,0.0492587029596567,0.000103713762937123
6,24,-0.0496365379319496,9.72058507953537e-05
6,25,0.102828974887847,0.000115552609934475
6,26,-0.12205408268464,8.73580566330058e-05
6,27,0.0142707788266102,9.90169864447541e-05
6,28,-0.0536641444437624,0.000393151536505782
6,29,0.0392604787093984,0.000162269094536474
6,30,-0.0294809835624246,0.000170633803997048
6,31,0.046766596627823,0.000273118674051644
6,32,-0.0962949747851354,0.000243400602652824
6,33,0.0917261139646717,0.000162273060626386
6,34,-0.0477081009964295,0.000171837735414739
6,35,0.0977333498378019,0.000159138970008805
6,36,-0.0621686710838711,0.000524797158850249
6,37,0.0780997116728852,0.000366968671319562
6,38,-0.0742767749025293,0.000485209523526694
6,39,0.0862897044442602,0.000205310163179989
6,40,-0.0418216447464257,0.000192998668327581
6,41,-3.83875490335625,0.00721980874986963
7,1,0.00427899512717771,7.68073081266839e-06
7,2,-0.0089094176839912,4.9620680635111e-05
7,3,-0.0104953001605153,6.59167877147367e-05
7,4,0.0099633129536247,0.000112805272862999
7,5,0.00553633933285727,5.33774896924059e-05
7,6,0.0340597387165547,4.53149659228993e-05
7,7,-0.00925193848821908,0.000133942449949275
7,8,-0.0352124270773663,6.7717978668381e-05
7,9,0.028092171393167,9.03614478583509e-05
7,10,-0.0391921929319023,9.07084696696149e-05
7,11,-0.0162904365534485,5.73485258971271e-05
7,12,-0.0310066163422962,5.90200108926674e-05
7,13,0.0646911838798864,9.3877995629515e-05
7,14,0.0517828768058572,0.000111768590483034
7,15,-0.0241148291946615,4.14445328204997e-05
7,16,0.0470551265699325,0.000134705664392465
7,17,0.0145277459878738,6.51906818615751e-05
7,18,0.0594993128144306,0.00015507711342012
7,19,0.00107110128116988,8.2808357491932e-05
7,20,0.0109763423270223,9.66968046552439e-05
7,21,0.0149965107328111,5.70783869439856e-05
7,22,0.00995945309925978,9.86159567257745e-05
7,23,0.101874049536792,0.000206069535620912
7,24,-0.0894313665021956,0.000249978107982672
7,25,0.112123977947163,0.000137077312898724
7,26,-0.0462565420678102,7.22833959894795e-05
7,27,0.0256395807913996,0.000293194935277581
7,28,-0.055080642385793,0.000144449981589596
7,29,0.0265343626321911,7.74019136951598e-05
7,30,0.00273385385502256,0.000193365075014401
7,31,0.044579599128295,7.93710060566178e-05
7,32,-0.0890815901137907,0.000153097600020046
7,33,0.0708414426504361,6.23882212621239e-05
7,34,-0.0460987656764948,3.56739747298267e-05
7,35,0.00103270707021973,6.93825729804063e-05
7,36,-0.046450723196847,0.000209871606229821
7,37,0.0838114553784196,9.20397740929892e-05
7,38,0.0242731210900355,0.00014861116046193
7,39,0.00626698760947421,5.09656511325785e-05
7,40,-0.0815155629867644,0.000114803318843908
7,41,-3.96720956670818,0.00665310938321004
8,1,-0.0208829872292674,4.98672100565661e-05
8,2,-0.058840068251837,0.000481358071312597
8,3,-0.00626005292502434,0.000567204528039879
8,4,-0.027045316595799,0.000396395682720135
8,5,-0.0174757134796214,0.000921400933438102
8,6,-0.0135705454613599,0.000331633304122597
8,7,-0.0805742298864624,0.000728494881574498
8,8,0.00655354736704211,0.000430524960056443
8,9,0.000387272402419798,0.000760168191220791
8,10,-0.032324880717972,0.000225142541578205
8,11,0.0432921066264315,0.000545444677984469
8,12,-0.0650947363070004,0.000413159357732075
8,13,0.00449299749940948,0.000435828352142767
8,14,-0.0184953049344087,0.000497820515613685
8,15,-0.00605141105507069,0.000518476319040584
8,16,0.079141927153166,0.000642678628400627
8,17,0.0161161142062634,0.000531464579592485
8,18,0.0136845276208669,0.000314671363351062
8,19,0.0122899647134936,0.000723773258530426
8,20,0.0390006636856564,0.000517577061348425
8,21,0.0673068539864449,0.000305723996253792
8,22,-0.121750510562397,0.00108290167847599
8,23,-0.00906177704465875,0.000438372396615069
8,24,0.0147620931089744,0.000490027338339169
8,25,0.00898868122035869,0.00036411101279016
8,26,-0.0631211909918722,0.000383413472672522
8,27,0.013840882217363,0.000307670570774923
8,28,-0.0232301994755569,0.000675159957771013
8,29,0.00890634940919109,0.000762894213720027
8,30,-0.0284360967289934,0.00047904731201921
8,31,0.132947489513965,0.000791615294836376
8,32,-0.0759112217441463,0.000363145416751954
8,33,0.0384664827255043,0.000696340501529452
8,34,-0.047763315179206,0.000468016230448408
8,35,0.138268816709221,0.00129263816146242
8,36,-0.00275532851354329,0.000875512813433777
8,37,0.0142254680046279,0.000452953682924053
8,38,-0.048296630981521,0.000763451946560023
8,39,-0.0395876618899932,0.00155531398658013
8,40,-0.00791665235126993,0.000267223778509951
8,41,-3.07052944402289,0.00738428815258621
9,1,0.0159350783237898,3.80580189577388e-05
9,2,-0.0339248090713019,0.000354334201134342
9,3,0.0180455282193504,0.000363519459801611
9,4,0.0283106392755163,0.000597230532432992
9,5,0.0363676454367593,0.000252467995075351
9,6,0.00677601252676014,0.000702759538865474
9,7,0.000868243116612664,0.000714053870112107
9,8,0.0389883874037256,0.00063701994155123
9,9,-0.0353834029172497,0.000239849505699378
9,10,-0.0063687986827643,0.000228133198131566
9,11,0.0418670180018031,0.000321200921305795
9,12,0.0162482243091203,0.000423048198086941
9,13,-0.0265167879146831,0.000211559615112165
9,14,-0.0414649996433985,0.000660601544131441
9,15,1.82597829944781e-05,0.000430371526481347
9,16,0.0497808575402466,0.000283350479446374
9,17,0.0344767879659249,0.00039924508596289
9,18,0.0347903542154965,0.000302583745409681
9,19,0.0509312879523124,0.000518393149222986
9,20,0.0473670340765587,0.000504752737246047
9,21,0.0669923099815133,0.000930998305899544
9,22,-0.0801801760585604,0.000460852245489365
9,23,-0.00684008964494289,0.000185740472729324
9,24,-0.0686731438204537,0.000721617422995359
9,25,0.0588711833002092,0.000724818458637493
9,26,-0.0412271383373281,0.0004477210523102
9,27,0.110659565021491,0.000323392023493173
9,28,-0.0500277050917432,0.000499964710753004
9,29,0.00407631747333272,0.000352122871014462
9,30,-0.00347568030381388,0.000201306385896814
9,31,0.0247867041209398,0.000582019707153722
9,32,-0.0672132061880762,0.000191735358275523
9,33,0.0502343321641044,0.000241663523375045
9,34,-0.095960527503368,0.000393538266898235
9,35,0.0762273516849012,0.000273731081841502
9,36,-0.0369093574151246,0.000393848625165118
9,37,0.0844682064577134,0.000329035037069857
9,38,-0.0222212057868914,0.000188834535120908
9,39,0.0146487530219467,0.000464835733445539
9,40,-0.0450055598773589,0.000363427639879648
9,41,-3.29587034692904,0.00732836684919593
10,1,0.0112988311089702,6.59713561826296e-05
10,2,-0.012493884940221,0.000782528510915354
10,3,-0.00372221253433948,0.000472245497768751
10,4,0.00157757783121275,0.00039978784277982
10,5,0.0300434609643717,0.000828743399949102
10,6,-0.105322706161359,0.000950785138908906
10,7,-0.00468239941174184,0.000767309285820419
10,8,0.027574415244412,0.000304586762362933
10,9,0.0423759431994196,0.000459615667189743
10,10,0.0386338046736094,0.000376151050021793
10,11,-0.0141298926924906,0.000886065992644951
10,12,-0.0933016902455333,0.000938837428425671
10,13,0.00587742016114149,0.000329329714578475
10,14,0.016144845635362,0.000653898653535762
10,15,0.0262681476119838,0.000818802220520359
10,16,0.0322769167693751,0.000564300234533811
10,17,0.0158309263961934,0.000842395358687316
10,18,-0.0274514679847421,0.000540632093950213
10,19,0.0161715932056376,0.000628135597581628
10,20,0.0757028875671455,0.000642285299225926
10,21,0.107076671422516,0.000436745012286272
10,22,-0.155100909482695,0.000479000915526701
10,23,0.0670230489219788,0.000869002667778314
10,24,0.00172775978619485,0.000934907303333208
10,25,0.0009357960939261,0.000715643108672357
10,26,0.00624342525162039,0.000324465036208427
10,27,0.0471054373657094,0.000628834039570555
10,28,0.0683046281266358,0.000509656159607443
10,29,0.0118934014579129,0.000571569091204595
10,30,-0.114527496133436,0.000824180704517297
10,31,0.0469738245124812,0.00105941177755074
10,32,-0.0470874699452559,0.000550599137568483
10,33,0.0386624396092326,0.000513688552336277
10,34,0.00543699327109079,0.00073031020429199
10,35,0.0380264817126763,0.00158116504581312
10,36,0.00633038482238307,0.000886081410335666
10,37,0.038306295601319,0.000904443068134572
10,38,-0.02005533715089,0.000643069589972612
10,39,-0.0156902918887084,0.000967332580315434
10,40,-0.0540306152863929,0.000636052017957533
10,41,-2.92281211685633,0.0072050904205162
11,1,0.00929594997417019,3.67408943969008e-05
11,2,0.0281877045285315,0.000419030499280195
11,3,0.0222872102247791,0.00016538340364563
11,4,0.0433595584649187,0.000609187192560772
11,5,-0.0612445143037149,0.000468662415684263
11,6,-0.0268433938454808,0.00048897915304311
11,7,0.0454708011733214,0.000769553751020152
11,8,-0.117421065745976,0.0011000956631699
11,9,-0.0443137276082227,0.000557425304945037
11,10,0.0534493395669599,0.000362010932498934
11,11,-0.0221680114876002,0.000658818891713942
11,12,0.0331106791418498,0.000818484036362506
11,13,-0.0444833223719064,0.000256222871920997
11,14,0.00566447461860908,0.000551216453225938
11,15,-0.0883302044931106,0.0011046094214326
11,16,-0.122527264866944,0.000410584613290995
11,17,-0.0196997728025598,0.000407718910666823
11,18,-0.00361359526394132,0.000807286687658491
11,19,-0.093400165913734,0.000962595409898246
11,20,0.106555555041456,0.000851707230403708
11,21,-0.021768558367013,0.000565235498689704
11,22,0.0255152935312091,0.000453636151294024
11,23,0.0588184654423471,0.000347348941575933
11,24,-0.0315145625612463,0.000544654544299571
11,25,0.0894209731391339,0.000562375273316914
11,26,-0.0105930106188098,0.000537343148243787
11,27,0.0243663638398081,0.000469786724728141
11,28,-0.0844621459497319,0.00143630058665628
11,29,0.0239702538658228,0.000369938043054685
11,30,0.0100022856435454,0.000785535183223332
11,31,0.100465378931382,0.000922650737709978
11,32,-0.039646559894229,0.00043270844907117
11,33,0.101541557862765,0.000491657721263836
11,34,-0.0400152244846388,0.000914690516692073
11,35,0.107853294131023,0.000250358494417339
11,36,-0.0722515644666671,0.000324207200969866
11,37,0.0384300333049938,0.000253744737758702
11,38,-0.0713797040823459,0.000675607200575558
11,39,0.0589567209225463,0.00030702950763252
11,40,-0.0978307572634192,0.000439639523334812
11,41,-3.23981985767096,0.00749260249812259
12,1,-0.000952336499423607,6.50019858279214e-06
12,2,0.0148688123762524,6.25021086418359e-05
12,3,0.0778481164162117,0.000255740305740541
12,4,0.0394252741201027,0.00015670525904018
12,5,0.0415222868301509,5.33421631050072e-05
12,6,-0.0287029440261908,0.000166440337301075
12,7,-0.0245771018079611,0.000114705320712266
12,8,0.0164254012222292,5.6887550292372e-05
12,9,-0.049216443177294,0.000277614421532965
12,10,-0.00255784248952698,7.48196393356301e-05
12,11,0.00537326703619134,0.000122921377817657
12,12,-0.00302227475857671,0.000220275753493127
12,13,-0.0127275259759446,0.000109507944490434
12,14,0.0417578404059466,0.000291565793147813
12,15,0.0352734677577802,0.000218923543502478
12,16,0.0203340756455495,7.76492800434956e-05
12,17,0.0177064790992386,0.000221193584849193
12,18,0.000135768563601055,4.31591698878285e-05
12,19,-0.0371384711546996,8.69831285008721e-05
12,20,0.0231388528644881,7.0642834689896e-05
12,21,0.0899310648081138,0.000162084280693794
